Running,Lives,Level,Points,Suspicion,Target Life Time,Missed Shots,Total Targets,Total Fake Targets,Total Approved Targets
FALSE,1,0.117647058823529,0.0719033232628399,0,0.771971227239155,0,0.0737018425460637,0.109375,0.0752508361204013
TRUE,1,0.117647058823529,0.0936555891238671,0.00293255131964809,0.771971227239155,0.037037037037037,0.0753768844221105,0.0625,0.0769230769230769
TRUE,1,0.117647058823529,0.0900302114803625,0.0146627565982405,0.771971227239155,0,0.0653266331658292,0.0625,0.0668896321070234
FALSE,1,0.352941176470588,0.323867069486405,0,0.437658243494478,0,0.32998324958124,0.3125,0.331103678929766
FALSE,1,0.176470588235294,0.170392749244713,0,0.674758960956899,0,0.195979899497487,0.265625,0.197324414715719
FALSE,1,0.0588235294117647,0.0507552870090634,0,0.879984856441661,0,0.050251256281407,0.046875,0.0518394648829431
TRUE,1,0.411764705882353,0.372205438066465,0.124144672531769,0.37387727558669,0.166666666666667,0.314907872696817,0.25,0.316053511705686
TRUE,1,0.0588235294117647,0.03202416918429,0.00684261974584555,0.879984856441661,0,0.0234505862646566,0.046875,0.0250836120401338
FALSE,0.666666666666667,0.235294117647059,0.241087613293051,0,0.587267921302869,0.0185185185185185,0.261306532663317,0.265625,0.262541806020067
FALSE,1,0.176470588235294,0.140785498489426,0,0.674758960956899,0.037037037037037,0.165829145728643,0.203125,0.167224080267559
TRUE,1,0.176470588235294,0.140785498489426,0.000977517106549365,0.674758960956899,0.0740740740740741,0.117252931323283,0.078125,0.118729096989967
TRUE,1,0.176470588235294,0.172205438066465,0.124144672531769,0.674758960956899,0,0.127303182579564,0.109375,0.12876254180602
FALSE,1,0.235294117647059,0.189123867069486,0,0.587267921302869,0.0185185185185185,0.241206030150754,0.296875,0.24247491638796
TRUE,1,0.470588235294118,0.429003021148036,0.249266862170088,0.316474404469681,0.351851851851852,0.410385259631491,0.421875,0.411371237458194
TRUE,1,0.117647058823529,0.109365558912387,0.124144672531769,0.771971227239155,0,0.0837520938023451,0.109375,0.0852842809364548
TRUE,1,0.117647058823529,0.0972809667673716,0.00293255131964809,0.771971227239155,0,0.067001675041876,0.03125,0.068561872909699
TRUE,1,0.0588235294117647,0.0386706948640483,0.000977517106549365,0.879984856441661,0.0185185185185185,0.0301507537688442,0.03125,0.0317725752508361
TRUE,1,0.294117647058824,0.302719033232628,0.0146627565982405,0.508525985614242,0.296296296296296,0.299832495812395,0.3125,0.301003344481605
TRUE,1,0.117647058823529,0.0743202416918429,0,0.771971227239155,0.037037037037037,0.0586264656616415,0.03125,0.0602006688963211
TRUE,1,0.470588235294118,0.480966767371601,0.249266862170088,0.316474404469681,0.240740740740741,0.413735343383585,0.328125,0.414715719063545
FALSE,1,0.352941176470588,0.341993957703927,0,0.437658243494478,0,0.350083752093802,0.34375,0.351170568561873
FALSE,0.333333333333333,0.411764705882353,0.400604229607251,0,0.37387727558669,0.0185185185185185,0.4321608040201,0.546875,0.433110367892977
FALSE,1,0.0588235294117647,0.00422960725075529,0,0.879984856441661,0,0,0,0.00167224080267559
FALSE,1,0.117647058823529,0.116616314199396,0,0.771971227239155,0,0.134003350083752,0.125,0.135451505016722
TRUE,1,0.235294117647059,0.225377643504532,0.249266862170088,0.587267921302869,0,0.165829145728643,0.125,0.167224080267559
TRUE,1,0.823529411764706,0.846525679758308,0.06158357771261,0.0744047174802492,0.888888888888889,0.85427135678392,0.84375,0.854515050167224
TRUE,1,0.588235294117647,0.600604229607251,0.00293255131964809,0.218315494859596,0.574074074074074,0.584589614740369,0.515625,0.585284280936455
TRUE,1,0.411764705882353,0.394561933534743,0.124144672531769,0.37387727558669,0,0.281407035175879,0.109375,0.282608695652174
TRUE,1,0.647058823529412,0.629607250755287,0.00293255131964809,0.176468801815296,0.648148148148148,0.628140703517588,0.59375,0.62876254180602
TRUE,1,0.176470588235294,0.133534743202417,0.249266862170088,0.674758960956899,0,0.102177554438861,0.125,0.103678929765886
TRUE,1,0.235294117647059,0.216918429003021,0.0146627565982405,0.587267921302869,0.259259259259259,0.229480737018425,0.28125,0.230769230769231
FALSE,1,0.0588235294117647,0.03202416918429,0,0.879984856441661,0,0.0368509212730318,0.0625,0.0384615384615385
TRUE,1,0.647058823529412,0.636253776435045,0.00293255131964809,0.176468801815296,0.666666666666667,0.636515912897823,0.59375,0.637123745819398
FALSE,1,0.0588235294117647,0.0102719033232628,0,0.879984856441661,0,0.0050251256281407,0,0.00668896321070234
TRUE,1,0.235294117647059,0.193957703927492,0.0146627565982405,0.587267921302869,0,0.137353433835846,0.0625,0.138795986622074
TRUE,1,0.235294117647059,0.211480362537764,0.0303030303030303,0.587267921302869,0.12962962962963,0.1892797319933,0.1875,0.190635451505017
FALSE,0.666666666666667,0.294117647058824,0.26404833836858,0,0.508525985614242,0.037037037037037,0.294807370184255,0.296875,0.295986622073579
FALSE,1,0.0588235294117647,0.00604229607250755,0,0.879984856441661,0,0.0016750418760469,0,0.00334448160535117
TRUE,1,0.470588235294118,0.430211480362538,0.249266862170088,0.316474404469681,0.388888888888889,0.422110552763819,0.453125,0.423076923076923
FALSE,1,0.176470588235294,0.130513595166163,0,0.674758960956899,0,0.139028475711893,0.15625,0.140468227424749
TRUE,1,0.0588235294117647,0.0126888217522659,0,0.879984856441661,0,0.0050251256281407,0,0.00668896321070234
TRUE,1,0.294117647058824,0.297885196374622,1,0.508525985614242,0,0.219430485762144,0.15625,0.220735785953177
TRUE,1,0.294117647058824,0.304531722054381,0.0303030303030303,0.508525985614242,0.166666666666667,0.26465661641541,0.21875,0.265886287625418
TRUE,1,0.235294117647059,0.204229607250755,0.0146627565982405,0.587267921302869,0.12962962962963,0.182579564489112,0.171875,0.183946488294314
TRUE,1,0.470588235294118,0.443504531722054,0.249266862170088,0.316474404469681,0.203703703703704,0.376884422110553,0.296875,0.377926421404682
FALSE,1,0.294117647058824,0.251963746223565,0,0.508525985614242,0.0185185185185185,0.284757118927973,0.34375,0.285953177257525
TRUE,1,0.294117647058824,0.289425981873112,0.0146627565982405,0.508525985614242,0.259259259259259,0.279731993299833,0.28125,0.280936454849498
TRUE,1,0.470588235294118,0.435649546827795,0.499511241446725,0.316474404469681,0,0.313232830820771,0.140625,0.31438127090301
FALSE,1,0.0588235294117647,0.0537764350453172,0,0.879984856441661,0,0.0552763819095477,0.0625,0.0568561872909699
TRUE,1,0.117647058823529,0.083987915407855,0.00293255131964809,0.771971227239155,0.037037037037037,0.0686767169179229,0.0625,0.0702341137123746
TRUE,1,0.294117647058824,0.295468277945619,0.499511241446725,0.508525985614242,0,0.21608040201005,0.140625,0.217391304347826
TRUE,1,0.117647058823529,0.106948640483384,0.249266862170088,0.771971227239155,0,0.0837520938023451,0.125,0.0852842809364548
FALSE,1,0.117647058823529,0.119033232628399,0,0.771971227239155,0,0.122278056951424,0.15625,0.123745819397993
TRUE,1,0.176470588235294,0.179456193353474,0.0146627565982405,0.674758960956899,0,0.127303182579564,0.0625,0.12876254180602
TRUE,1,0.470588235294118,0.452567975830816,0.000977517106549365,0.316474404469681,0.518518518518518,0.463986599664992,0.453125,0.464882943143813
TRUE,1,0.411764705882353,0.38429003021148,0.124144672531769,0.37387727558669,0.166666666666667,0.323283082077052,0.25,0.324414715719064
TRUE,1,0.352941176470588,0.348640483383686,0.000977517106549365,0.437658243494478,0.37037037037037,0.350083752093802,0.328125,0.349498327759197
TRUE,1,0.117647058823529,0.106948640483384,0.0303030303030303,0.771971227239155,0,0.0787269681742044,0.078125,0.0802675585284281
TRUE,1,0.0588235294117647,0.0199395770392749,0.00293255131964809,0.879984856441661,0,0.0134003350083752,0.03125,0.0150501672240803
TRUE,1,0.0588235294117647,0.0290030211480363,0.000977517106549365,0.879984856441661,0.0185185185185185,0.0234505862646566,0.03125,0.0250836120401338
TRUE,1,0.705882352941177,0.718429003021148,0.00684261974584555,0.138806778075426,0.740740740740741,0.716917922948074,0.671875,0.717391304347826
FALSE,1,0.294117647058824,0.293051359516616,0,0.508525985614242,0,0.298157453936348,0.28125,0.29933110367893
TRUE,1,0.764705882352941,0.745015105740181,0.0146627565982405,0.104910956709543,0.814814814814815,0.758793969849246,0.75,0.759197324414716
TRUE,1,0.117647058823529,0.0827794561933535,0.00293255131964809,0.771971227239155,0,0.0569514237855946,0.03125,0.0585284280936455
TRUE,1,0.941176470588235,0.928700906344411,0.124144672531769,0.0222390483981557,0.962962962962963,0.936348408710218,0.9375,0.936454849498328
FALSE,1,0.235294117647059,0.186102719033233,0,0.587267921302869,0.037037037037037,0.212730318257956,0.234375,0.214046822742475
TRUE,1,0.176470588235294,0.141389728096677,0.000977517106549365,0.674758960956899,0.12962962962963,0.134003350083752,0.125,0.135451505016722
FALSE,1,0.176470588235294,0.139577039274924,0,0.674758960956899,0,0.162479061976549,0.15625,0.163879598662207
TRUE,1,0.0588235294117647,0.029607250755287,0.000977517106549365,0.879984856441661,0,0.0184254606365159,0.015625,0.020066889632107
TRUE,1,0.0588235294117647,0.029607250755287,0,0.879984856441661,0,0.016750418760469,0,0.0183946488294314
FALSE,0.333333333333333,0.294117647058824,0.258610271903323,0,0.508525985614242,0.037037037037037,0.289782244556114,0.3125,0.290969899665552
FALSE,1,0.176470588235294,0.127492447129909,0,0.674758960956899,0,0.149078726968174,0.15625,0.150501672240803
TRUE,1,0.352941176470588,0.311178247734139,0.124144672531769,0.437658243494478,0.185185185185185,0.278056951423786,0.265625,0.279264214046823
TRUE,1,0.0588235294117647,0.0604229607250755,0.000977517106549365,0.879984856441661,0.0185185185185185,0.0452261306532663,0.03125,0.0468227424749164
TRUE,1,0.588235294117647,0.577643504531722,0.499511241446725,0.218315494859596,0.240740740740741,0.482412060301508,0.34375,0.483277591973244
TRUE,1,0.529411764705882,0.486404833836858,0.499511241446725,0.264811820464373,0.444444444444444,0.480737018425461,0.53125,0.481605351170569
TRUE,1,0.0588235294117647,0.0223564954682779,0,0.879984856441661,0,0.0117252931323283,0,0.0133779264214047
FALSE,1,0.176470588235294,0.164954682779456,0,0.674758960956899,0,0.170854271356784,0.15625,0.172240802675585
TRUE,1,0.0588235294117647,0.024773413897281,0.000977517106549365,0.879984856441661,0,0.0150753768844221,0.015625,0.0167224080267559
TRUE,1,0.411764705882353,0.422356495468278,0.499511241446725,0.37387727558669,0.259259259259259,0.380234505862647,0.359375,0.381270903010033
TRUE,1,0.176470588235294,0.16012084592145,0.124144672531769,0.674758960956899,0,0.11892797319933,0.109375,0.120401337792642
TRUE,1,0.0588235294117647,0.0102719033232628,0,0.879984856441661,0,0.0033500837520938,0,0.00501672240802676
TRUE,1,0.117647058823529,0.0634441087613293,0.000977517106549365,0.771971227239155,0,0.0418760469011725,0.015625,0.0434782608695652
TRUE,1,0.294117647058824,0.254380664652568,0.499511241446725,0.508525985614242,0,0.187604690117253,0.140625,0.188963210702341
TRUE,1,0.176470588235294,0.177039274924471,0.06158357771261,0.674758960956899,0,0.128978224455611,0.09375,0.130434782608696
TRUE,1,0.882352941176471,0.907552870090634,0.06158357771261,0.0469491021738842,0.944444444444444,0.912897822445561,0.890625,0.91304347826087
TRUE,1,0.352941176470588,0.359516616314199,0.06158357771261,0.437658243494478,0.333333333333333,0.353433835845896,0.375,0.354515050167224
TRUE,1,0.176470588235294,0.16012084592145,0.06158357771261,0.674758960956899,0,0.117252931323283,0.09375,0.118729096989967
TRUE,1,0.176470588235294,0.148036253776435,0.0146627565982405,0.674758960956899,0,0.105527638190955,0.0625,0.107023411371237
FALSE,0.333333333333333,0.294117647058824,0.268882175226586,0,0.508525985614242,0.037037037037037,0.35678391959799,0.484375,0.357859531772575
FALSE,0.666666666666667,0.294117647058824,0.250151057401813,0,0.508525985614242,0.0185185185185185,0.328308207705193,0.453125,0.32943143812709
TRUE,1,0.0588235294117647,0.00302114803625378,0,0.879984856441661,0,0,0,0
TRUE,1,0.764705882352941,0.732326283987915,0.0146627565982405,0.104910956709543,0.759259259259259,0.73534338358459,0.71875,0.735785953177257
TRUE,1,0.0588235294117647,0.0489425981873112,0.000977517106549365,0.879984856441661,0,0.0318257956448911,0.015625,0.0334448160535117
TRUE,1,0.411764705882353,0.410271903323263,0.499511241446725,0.37387727558669,0.259259259259259,0.373534338358459,0.359375,0.374581939799331
TRUE,1,0.235294117647059,0.191540785498489,0.000977517106549365,0.587267921302869,0.148148148148148,0.175879396984925,0.15625,0.177257525083612
TRUE,1,0.235294117647059,0.18429003021148,0.000977517106549365,0.587267921302869,0.148148148148148,0.169179229480737,0.140625,0.17056856187291
TRUE,1,0.176470588235294,0.150453172205438,0.249266862170088,0.674758960956899,0,0.113902847571189,0.125,0.115384615384615
TRUE,1,0.294117647058824,0.287009063444109,0.0146627565982405,0.508525985614242,0.259259259259259,0.278056951423786,0.28125,0.279264214046823
FALSE,1,0.117647058823529,0.0996978851963746,0,0.771971227239155,0,0.0938023450586265,0.0625,0.0953177257525084
TRUE,1,0.294117647058824,0.250151057401813,0.0303030303030303,0.508525985614242,0.12962962962963,0.21608040201005,0.1875,0.217391304347826
TRUE,1,0.235294117647059,0.197583081570997,0.00293255131964809,0.587267921302869,0.185185185185185,0.192629815745394,0.1875,0.192307692307692
TRUE,1,0.235294117647059,0.236858006042296,0.00684261974584555,0.587267921302869,0.240740740740741,0.236180904522613,0.25,0.237458193979933
TRUE,1,0.117647058823529,0.0803625377643505,0.0146627565982405,0.771971227239155,0,0.0586264656616415,0.0625,0.0602006688963211
TRUE,1,0.0588235294117647,0.0126888217522659,0,0.879984856441661,0,0.0050251256281407,0,0.00668896321070234
TRUE,1,0.294117647058824,0.25558912386707,0.0146627565982405,0.508525985614242,0.259259259259259,0.256281407035176,0.28125,0.25752508361204
FALSE,1,0.176470588235294,0.15226586102719,0,0.674758960956899,0,0.179229480737018,0.265625,0.180602006688963
TRUE,1,0.0588235294117647,0.0054380664652568,0,0.879984856441661,0,0,0,0.00167224080267559
TRUE,1,0.176470588235294,0.152870090634441,0.499511241446725,0.674758960956899,0,0.117252931323283,0.140625,0.118729096989967
TRUE,1,0.470588235294118,0.465256797583082,0.499511241446725,0.316474404469681,0.425925925925926,0.460636515912898,0.5,0.459866220735786
TRUE,1,0.117647058823529,0.114199395770393,0.000977517106549365,0.771971227239155,0,0.0770519262981574,0.015625,0.0785953177257525
TRUE,1,0.176470588235294,0.169788519637462,0.249266862170088,0.674758960956899,0,0.127303182579564,0.125,0.12876254180602
TRUE,1,0.0588235294117647,0.0507552870090634,0,0.879984856441661,0.0185185185185185,0.0368509212730318,0.015625,0.0384615384615385
FALSE,0.333333333333333,0.294117647058824,0.258006042296072,0,0.508525985614242,0.0555555555555556,0.28643216080402,0.203125,0.287625418060201
TRUE,1,0.117647058823529,0.0706948640483384,0.00293255131964809,0.771971227239155,0,0.0485762144053601,0.03125,0.0501672240802676
TRUE,1,0.176470588235294,0.157703927492447,0.249266862170088,0.674758960956899,0,0.11892797319933,0.125,0.120401337792642
TRUE,1,0.176470588235294,0.131117824773414,0.249266862170088,0.674758960956899,0,0.100502512562814,0.125,0.102006688963211
FALSE,1,0.0588235294117647,0.0302114803625378,0,0.879984856441661,0,0.0351758793969849,0.0625,0.0367892976588629
